Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Birthplace,Other Group,Gender
Yeonjun,Choi Yeonjun,최연준,연준,9/13/1999,TXT,South Korea,,,M
Yeonjung,Yu Yeonjung,유연정,연정,8/3/1999,Cosmic Girls,South Korea,Gwangmyeong,I.O.I,F
Yeontae,Jeong Yeontae,정연태,연태,7/6/1992,IN2IT,South Korea,,,M
Yeonwoo,Lee Dabin,이다빈,연우,8/1/1996,MOMOLAND,South Korea,Seoul,,F
Yeoreum,Lee Jinsook,이진숙,여름,1/10/1999,Cosmic Girls,South Korea,Seoul,,F
Yeoreum,Ahn Chaeyeon,안채연,여름,6/4/1996,Hello Venus,South Korea,,,F
Yeori,Kim Soyeon,김소연,여리,5/30/1994,Gate9,South Korea,Seoul,,F
Yeori,Choi Yeori,최여리,여리,9/8/1999,ARIAZ,South Korea,,,F
Yeosang,Kang Yeosang,강여상,여상,6/15/1999,ATEEZ,South Korea,Incheon,,M
Yeoun,Lee Kyeongbin,이경빈,여운,9/3/1997,ARGON,South Korea,,,M
Yeowool,Ha Yeowool,하여울,여울,4/11/1998,Purplebeck,South Korea,,,F
Yeram,Yang Yeram,양예람,예람,3/31/2000,Astin,South Korea,,,M
Yeri,Kim Yerim,김예림,예리,3/5/1999,Red Velvet,South Korea,Seoul,,F
Yerim,Jeong Yerim,정예림,예림,3/10/1997,Purplebeck,South Korea,,,F
Yerin,Baek Yerin,백예린,백예린,6/26/1997,15&,South Korea,Daejeon,,F
Yerin,Jung Yerin,정예린,예린,8/19/1996,Gfriend,South Korea,Incheon,,F
Yeryung,,,예령,6/22/2002,Lusty,South Korea,Busan,,F
Yeseo,Kang Yeseo,강예서,예서,8/22/2005,Busters,South Korea,,,F
Yeso,Lee Yeso,이예소,예소,11/13/2001,G-reyish,South Korea,,,F
Yesung,Kim Jongwoon,김종운,예성,8/24/1984,Super Junior,South Korea,Seoul,,M
Yezi,Lee Yeji,이예지,예지,8/26/1994,Fiestar,South Korea,Gangneung,,F
Yibo,Wang Yibo,왕이보,이보,8/5/1997,UNIQ,China,,,M
Yijeong,Jang Yijeong,장이정,이정,9/10/1993,HISTORY,South Korea,Jinju,,M
Yiren,Wang Yiren,왕이런,이런,12/29/2000,Everglow,China,,,F
Yixuan,Zhou Yixuan,조이쉔,이쉔,12/11/1990,UNIQ,China,,,M
Yiyeon,Jung Dasol,정다솔,이연,5/28/1995,BVNDIT,South Korea,,,F
Yohan,Kim Yohan,김요한,요한,9/22/1999,X1,South Korea,,,M
Yonggeun,Jo Yonggeun,조용근,용근,1/23/1995,D1CE,South Korea,,,M
Bang Yongguk,Bang Yongguk,방용국,용국,3/31/1990,B.A.P,South Korea,Incheon,,M
Yongha,Yoo Yongha,유용하,용하,1/11/1999,1the9,South Korea,,,M
Yonghee,Kim Yonghee,김용희,용희,2/17/2000,CIX,South Korea,,,M
Yonghoon,Jin Yonghoon,진용훈,용훈,8/17/1994,Onewe,South Korea,,,M
Yonghwa,Jung Yonghwa,정용화,용화,6/22/1989,CNBLUE,South Korea,Seoul,,M
Yongseok,Kim Yongseok,김용석,용석,1/8/1993,CROSS GENE,South Korea,Seoul,,M
Yongseung,Kim Yongseung,김용승,용승,6/17/2000,Verivery,South Korea,,,M
Yooa,Yoo Siah,유시아,유아,9/17/1995,Oh My Girl,South Korea,Seoul,,F
Yoochun,Park Yoochun,박유천,유천,7/4/1986,JYJ,South Korea,Seoul,,M
Yoohyeon,Kim Yoohyeon,김유현,유현,1/7/1997,Dreamcatcher,South Korea,Incheon,,F
Yoojin,Jang Yoojin,정유진,유진,9/14/1992,,South Korea,,,F
Yoojun,Jun Yoojun,정유준,유준,7/26/1995,D1CE,South Korea,,,M
Yoojung,Choi Yoojung,최유정,유정,11/12/1999,Weki Meki,South Korea,Guri,"I.O.I, WJMK",F
Yoojung,Lee Taeyeop,이태엽,유정,5/19/1997,OnlyOneOf,South Korea,,,M
Yookyung,Seo Yookyung,서유경,유경,3/15/1993,,South Korea,,,F
Yoomin,Na Yoomin,나유민,유민,8/29/1993,MELODYDAY,South Korea,,,F
Yoon,Heo Yoon,허윤,윤,9/23/1994,4TEN,South Korea,,,F
Yoon,Ji Hayoon,지하윤,윤,7/8/1997,Gate9,South Korea,Busan,,F
Yoona,Im Yoona,임윤아?,윤아,5/30/1990,SNSD,South Korea,Seoul,,F
Yoonbin,Ha Yoonbin,하윤빈,윤빈,12/11/2000,,South Korea,,,M
Yoonhye,Jung Yoonhye,정윤혜,윤혜,4/14/1990,Rainbow,South Korea,Daejeon,,F
Yoonhye,Jung Yoonhye,정윤혜,윤혜,10/4/2001,FANATICS,South Korea,,FANATICS FLAVOR,F
Yoonji,,,윤지,7/21/1998,Lusty,South Korea,,,F
Yoonjo,Shin Yoonjo,신윤조,윤조,12/14/1992,UNI.T,South Korea,Seoul,,F
Yoonsan,Yoon Sanghyuk,윤상혁,윤산,8/22/1994,HOTSHOT,South Korea,,,M
Yoosung,Jeong Yoosung,정유성,유성,10/8/1992,,South Korea,,,M
Yooyoung,Lee Yooyoung,이유영,유영,1/23/1995,Hello Venus,South Korea,Suwon,,F
Yoseob,Yang Yoseob,양요섭,요섭,1/5/1990,Highlight,South Korea,Seoul,,M
Yoshinori,Kanemoto Yoshinori,카네모토 요시노리,요시노리,5/15/2000,Treasure,Japan,Kobe,,M
Youi,Kim Jihyeo,유아이,유아이,4/24/2000,Dreamnote,South Korea,,,F
Young K,Kang Young-hyun,강영현,영케이,12/19/1993,DAY6,South Korea,,,M
Youngbin,Kim Youngbin,김영빈,영빈,11/23/1993,SF9,South Korea,,,M
Youngho,Noh Youngho,노영호,영호,3/24/1993,SIGNAL,South Korea,,,M
Younghoon,Kim Younghoon,김영훈,영훈,8/8/1997,The Boyz,South Korea,,,M
Young-jae,Yoo Youngjae,유영재,영재,1/24/1994,B.A.P,South Korea,Seoul,,M
Youngjae,Choi Youngjae,최영재,영재,9/17/1996,GOT7,South Korea,Mokpo,,M
Hur Youngji,Hur Youngji,허영지,영지,8/30/1994,,South Korea,Goyang,,F
Youngmin,Jo Youngmin,조영민,영민,4/24/1995,Boyfriend,South Korea,Anyang,,M
Youngmin,Lee Youngmin,임영민,영민,12/25/1995,AB6IX,South Korea,Busan,MXM,M
Youngwoong,Cho Youngwoon,조영웅,영웅,5/1/1999,14U,South Korea,,,M
Yua,Mikami Yua,미카미 유아,유아,8/16/1993,Honey Popcorn,Japan,,,F
Yubin,Kim Yubin,김유빈,유빈,10/4/1988,Wonder Girls,South Korea,Gwangju,,F
Yubeen,Cho Yubin,조유빈,유빈,10/9/1999,Pink Fantasy,South Korea,,,F
Yuem,Park Subin,박수빈,유음,12/25/1996,H.U.B,South Korea,,,F
Yugyeom,Kim Yugyeom,김유겸,유겸,11/17/1997,GOT7,South Korea,Namyangju,,M
Yuha,Kang Kyungwon,강경원,유하,11/5/1997,Hinapia,South Korea,,,F
Yujeong,Kim Yujeong,김유정,유정,2/14/1992,LABOUM,South Korea,Seoul,,F
Yujeong,Nam Yujeong,남유정,유정,5/2/1991,Brave Girls,South Korea,Seoul,,F
Yuji,Son Yuji,손유지,유지,11/25/1998,3YE,South Korea,,,F
Yujin,Choi Yujin,최유진,유진,8/12/1996,CLC,South Korea,Jeonju,,F
Yujin,Seo Yoojin,소유진,유진,6/18/1994,Playback,South Korea,,,F
Yujin,Jeong Yujin,정유진,유진,10/23/1989,S#aFLA,South Korea,,,F
Yujin,Ahn Yujin,안유진,유진,9/1/2003,IZ*ONE,South Korea,Cheongju,,F
Yuju,Choi Yuna,최유나,유주,10/4/1997,Gfriend,South Korea,Goyang,,F
Yuju,Choi Yuju,최유주,유주,3/5/1997,Cherry Bullet,South Korea,,,F
Yukyung,Lee Yukyung,이유경,유경,11/5/1999,ELRIS,South Korea,,,F
Yulhee,Kim Yulhee,김율희,율희,11/27/1997,,South Korea,Bucheon,,F
Yuna,Seo Yuna,서유나,유나,12/30/1992,AoA,South Korea,Busan,AOA BLACK,F
Yuna,Lee Yuna,이유나,유나,4/6/1993,Brave Girls,South Korea,Seoul,,F
Yuna,Shin Yuna,신유나,유나,12/9/2003,ITZY,South Korea,,,F
Yunho,Jang Yunho,장윤호,윤호,4/15/2000,VARSITY,South Korea,,,M
Yunho,Jeong Yunho,정윤호,윤호,3/23/1999,ATEEZ,South Korea,Gwangju,,M
Yunji,Lee Yunji,이윤지,윤지,4/4/1992,Playback,South Korea,,,F
Yunji,Kim Yunji,김윤지,윤지,8/26/1996,ARIAZ,South Korea,,,F
Yunkyung,Seo Yunkyung,서윤경,윤경,11/1/2001,Rocket Punch,South Korea,,,F
Yunmin,Yun Min,윤민,윤민,2/26/2001,Newkidd,South Korea,,,M
Yunsung,Hwang Yunsung,황윤성,윤성,3/19/1996,Romeo,South Korea,,,M
Yuqi,Song Yuqi,송우기,우기,9/23/1999,(G)I-DLE,China,Beijing,,F
Yura,Kim Ahyoung,김아영,유라,11/6/1992,Girl's Day,South Korea,Ulsan,,F
Yuri,Kwon Yuri,권유리?,유리,12/5/1989,SNSD,South Korea,Goyang,,F
Yuri,Jo Yuri,조유리,유리,10/22/2001,IZ*ONE,South Korea,Busan,,F
Yurim,Park Yurim,박유림,유림,4/13/1998,3YE,South Korea,,,F
Yuta,Nakamoto Yuta,나카모토 유타,유타,10/26/1995,NCT,Japan,Osaka,NCT 127,M
Yuto,Adachi Yuto,아다치 유토,유토,1/23/1998,PENTAGON,Japan,,,M
Yuvin,Song Yuvin,송유빈,유빈,4/28/1998,B.O.Y,South Korea,,,M
Yves,Ha Sooyoung,하수영,이브,5/24/1997,LOONA,South Korea,,Loona yyxy,F
YY,Kim Moonyong,김문용,와이와이,8/30/1991,UNVS,South Korea,,,M
Z-UK,Jeong Jaewook,정재욱,지욱,1/27/1993,,South Korea,,,M
Zelo,Choi Junhong,최준홍,젤로,10/15/1996,B.A.P,South Korea,Mokpo,,M
Zhou Mi,Zhou Mi,조미,조미,4/19/1986,Super Junior-M,China,Wuhan,,M
Zico,Woo Jiho,우지호,지코,9/14/1992,Block B,South Korea,Seoul,,M
Ziu,Park Heejun,박희준,지우,6/16/1997,VAV,South Korea,,,M
ZN,Bae Jinye,배진예,지엔,6/9/1994,LABOUM,South Korea,Bucheon,UNI.T,F
Zoa,Cho Hyewon,조혜원,조아,5/31/2005,Weeekly,South Korea,,,F
Zuho,Bae Juho,백주호,주호,7/4/1996,SF9,South Korea,,,M
Zuny,Kim Joomi,김주미,주니,12/8/1994,Ladies' Code,South Korea,Gwangju,,F
Crush,Shin-Hyoseob,,,5/3/1992,,South Korea,Seoul,,M
Natty,Natty,,,5/30/2002,,,,,F
Bibi,Kim Hyung-seo,,,9/27/1998,,,,,F
Ben,Lee Eun-young,,,7/30/1991,,South Korea,Incheon,,F
Stella Jang,Jang Seongeun,,,18-Nov,,,,,F
Hong Jinyoung,Hong Jinyoung,,,8/9/1985,,South Korea,Gwangju,SWAN,F
Kisum,Jong Hyeryung,,,1/20/1994,,South Korea,Seoul,,F
Eyedi,Nam Yujin,,,12/8/1995,,South Korea,Suncheon,,F
Lim Kim,Kim Yerim,,,1/21/1994,,South Korea,Seoul,,F
Moon,Moon Sujin,,,,,,,,F
SAAY,Kwon Sohee,,,4/13/1993,,South Korea,Busan,,F
Younha,Go Younha,,,4/29/1988,,South Korea,Seoul,,F
J.Y. Park,JYP,,,,,,,,M
Jessi,Jessica Ho,,,12/17/1988,,New York,Queens,,F
Hoody,Kim Hyunjung,,,2/10/1990,,South Korea,,,F
Jeong Sewoon,Jeong Sewoon,,,5/31/1997,,South Korea,Changwon,,M
Punch,Bae Jinyoung,,,2/19/1993,,South Korea,Seoul,,F
Ruann,Ruan Oyama,,,7/21/2003,,Japan,Osaka,,F
Lee Gauen,Lee Gaeun,,,8/20/1994,,South Korea,Seoul,,F
Heize,Jang Dahye,,,8/9/1991,,South Korea,Daegu,,F
Eun Jiwon,Eun Jiwon,,,6/8/1978,,South Korea,Seoul,,M
Lana,Yoo Lana,,,10/23/1996,,,,,F
Lee Hi,Lee Hayi,,,9/23/1996,,South Korea,Bucheon,,F
Giant Pink,Park Yunha,,,4/23/1991,,South Korea,Busan,,F
Gray,Lee Seonghwa,,,12/8/1996,,South Korea,Seoul,,M
Seongri,Kim Seongri,,,4/6/1994,,South Korea,Andong,,M
MiSO,Kim Miso,,,2/4/1995,,South Korea,Gyeonggi-do,,F
Sori,Kim Sori,,,7/21/1990,,South Korea,Seoul,,F
Chae Yeon,Lee Chaeyeon,,,12/10/1978,,South Korea,,,F
Navi,Ahn Jiho,,,3/22/1986,,South Korea,Gyeonggi-do,,F
Soya,Kim Soya,,,4/2/1990,,South Korea,Seoul,,F
Eric Nam,Nam Yoon-do,,,11/17/1988,,US,Georgia,,M
Yoo Seonho,Yoo Seonho,,,1/28/2002,,South Korea,Incheon,,M
JooYoung,Kim Jooyoung,,,3/9/1991,,South Korea,Cheonju,,M
HEYNE,Kim Hyein,,,6/3/1992,,South Korea,Seoul,,F
Roy Kim,Kim Sangwoo,,,7/3/1993,,South Korea,Seoul,,M
Risso,Kim Sori,,,2/12/1990,,South Korea,,,F
DEAN,Kwon Hyuk,,,11/10/1992,,South Korea,Seoul,,M
Juniel,Choi Seoah,,,9/3/1993,,South Korea,Seoul,,F
Shannon,Shannon Williams,,,5/26/1998,,England,London,,F
Suran,Shin Suran,,,7/15/1986,,South Korea,Busan,,F
Baek A Yeon,Baek A Yeon,,,3/11/1993,,South Korea,Seongnam-si,,F
Kang Sira,Kang Sira,,,6/13/1991,,South Korea,,,F
Kasper,Lee Serin,,,4/17/1993,,United States,,,F
